price,area_m2,room_count,district,sub_district,neighborhood,price_min_filter,price_max_filter
75.000 TL,135,2+1,sariyer,Sarıyer,Maden Mah.,55001,75000
70.000 TL,130,2+1,sariyer,Büyükdere,Büyükdere Mh.,55001,75000
60.000 TL,95,3+1,sariyer,Yeniköy,Yeniköy Mh.,55001,75000
57.000 TL,140,2+1,sariyer,Tarabya,Kireçburnu Mh.,55001,75000
75.000 TL,200,3+1,sariyer,Merkez,Ayazağa Mh.,55001,75000
,,,sariyer,,,55001,75000
70.000 TL,120,2+1,sariyer,Köyler,Uskumruköy Mh.,55001,75000
75.000 TL,73,1+1,sariyer,Merkez,Ayazağa Mh.,55001,75000
65.000 TL,62,1+1,sariyer,Sarıyer,Maden Mah.,55001,75000
65.000 TL,120,3+1,sariyer,Rumelihisarı,Rumeli Hisarı Mh.,55001,75000
65.000 TL,94,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
60.000 TL,90,1+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
65.000 TL,100,3+1,sariyer,Merkez,Huzur Mah.,55001,75000
60.000 TL,80,2+1,sariyer,Emirgan,,55001,75000
,,,sariyer,,,55001,75000
60.000 TL,65,Stüdyo (1+0),sariyer,Merkez,Maslak Mah.,55001,75000
57.000 TL,130,2+1,sariyer,Tarabya,Kireçburnu Mh.,55001,75000
65.000 TL,65,1+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
75.000 TL,200,3+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
63.000 TL,130,3+1,sariyer,Tarabya,,55001,75000
62.000 TL,180,4+1,sariyer,Tarabya,Cumhuriyet Mah.,55001,75000
70.000 TL,120,3+1,sariyer,Tarabya,Kireçburnu Mh.,55001,75000
60.000 TL,120,2+2,sariyer,Emirgan,Reşitpaşa Mh.,55001,75000
65.000 TL,95,2+1,sariyer,Büyükdere,Büyükdere Mh.,55001,75000
65.000 TL,88,1+1,sariyer,Merkez,Huzur Mah.,55001,75000
65.000 TL,160,4+1,sariyer,Bahçeköy,Bahçeköy Merkez Mh.,55001,75000
75.000 TL,120,2+1,sariyer,Yeniköy,Yeniköy Mh.,55001,75000
,,,sariyer,,,55001,75000
62.000 TL,55,1+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
65.000 TL,180,2+1,sariyer,Büyükdere,Büyükdere Mh.,55001,75000
65.000 TL,84,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
65.000 TL,85,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
60.000 TL,120,2+1,sariyer,Tarabya,,55001,75000
65.000 TL,100,2+1,sariyer,Tarabya,Cumhuriyet Mah.,55001,75000
75.000 TL,100,2+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
62.000 TL,95,1+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
72.000 TL,103,1+1,sariyer,Merkez,Huzur Mah.,55001,75000
61.000 TL,60,1+1,sariyer,Sarıyer,Maden Mah.,55001,75000
67.500 TL,98,2+1,sariyer,Tarabya,Ferahevler Mah.,55001,75000
70.000 TL,110,2+1,sariyer,Merkez,Maslak Mah.,55001,75000
74.000 TL,65,1+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
72.000 TL,90,1+1,sariyer,Merkez,Huzur Mah.,55001,75000
67.500 TL,80,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
70.000 TL,75,1+1,sariyer,Sarıyer,Yeni Mah.,55001,75000
70.000 TL,110,2+1,sariyer,Tarabya,Ferahevler Mah.,55001,75000
65.000 TL,60,1+1,sariyer,Sarıyer,Maden Mah.,55001,75000
60.000 TL,65,Stüdyo (1+0),sariyer,Merkez,Maslak Mah.,55001,75000
65.000 TL,120,2+1,sariyer,Tarabya,Ferahevler Mah.,55001,75000
,,,sariyer,,,55001,75000
60.000 TL,120,2+1,sariyer,Tarabya,,55001,75000
65.000 TL,125,1+1,sariyer,Merkez,Huzur Mah.,55001,75000
65.000 TL,70,1+1,sariyer,Sarıyer,Maden Mah.,55001,75000
70.000 TL,180,4+1,sariyer,Emirgan,Reşitpaşa Mh.,55001,75000
70.000 TL,140,3+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
65.000 TL,60,1+1,sariyer,Sarıyer,Maden Mah.,55001,75000
62.000 TL,73,1+1,sariyer,Merkez,Ayazağa Mh.,55001,75000
70.000 TL,65,1+1,sariyer,Merkez,Ayazağa Mh.,55001,75000
70.000 TL,110,1+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
65.000 TL,87,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
,,,sariyer,,,55001,75000
70.000 TL,85,1+1,sariyer,Merkez,Ayazağa Mh.,55001,75000
57.500 TL,107,1+1,sariyer,Merkez,Huzur Mah.,55001,75000
65.000 TL,85,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
60.000 TL,55,Stüdyo (1+0),sariyer,Merkez,Maslak Mah.,55001,75000
57.000 TL,90,2+1,sariyer,Tarabya,Çamlıtepe Mh.,55001,75000
70.000 TL,91,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
70.000 TL,145,3+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
64.000 TL,90,1.5+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
59.999 TL,60,1+1,sariyer,Tarabya,,55001,75000
68.000 TL,138,3+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
,,,sariyer,,,55001,75000
70.000 TL,150,3+1,sariyer,İstinye,Poligon Mah.,55001,75000
75.000 TL,140,3+1,sariyer,Tarabya,,55001,75000
65.000 TL,110,2+1,sariyer,Tarabya,,55001,75000
70.000 TL,80,1+1,sariyer,Merkez,Ayazağa Mh.,55001,75000
58.000 TL,70,2+1,sariyer,Rumelihisarı,Rumeli Hisarı Mh.,55001,75000
62.000 TL,87,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
70.000 TL,155,3+1,sariyer,Tarabya,Kireçburnu Mh.,55001,75000
64.000 TL,75,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
70.000 TL,180,3+1,sariyer,Sarıyer,Maden Mah.,55001,75000
75.000 TL,110,2+1,sariyer,Sarıyer,Maden Mah.,55001,75000
65.000 TL,80,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
60.000 TL,85,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
60.000 TL,170,3+1,sariyer,Merkez,Ayazağa Mh.,55001,75000
60.000 TL,140,3+1,sariyer,Emirgan,Reşitpaşa Mh.,55001,75000
70.000 TL,150,3+1,sariyer,Tarabya,,55001,75000
65.000 TL,87,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
65.000 TL,88,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
60.000 TL,120,3+1,sariyer,İstinye,İstinye Mh.,55001,75000
60.000 TL,65,1+1,sariyer,Merkez,Huzur Mah.,55001,75000
75.000 TL,110,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
,,,sariyer,,,55001,75000
69.000 TL,150,3+1,sariyer,Yeniköy,Yeniköy Mh.,55001,75000
72.500 TL,80,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
57.000 TL,110,3+1,sariyer,Bahçeköy,Bahçeköy Merkez Mh.,55001,75000
70.000 TL,140,3+1,sariyer,Tarabya,Kireçburnu Mh.,55001,75000
74.500 TL,85,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
67.000 TL,65,1+1,sariyer,Tarabya,,55001,75000
60.000 TL,65,1+1,sariyer,Merkez,Huzur Mah.,55001,75000
63.000 TL,85,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
70.000 TL,95,2+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
70.000 TL,85,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
65.000 TL,95,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
65.000 TL,80,2+1,sariyer,Rumelihisarı,Rumeli Hisarı Mh.,55001,75000
75.000 TL,94,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
65.000 TL,125,1+1,sariyer,İstinye,Poligon Mah.,55001,75000
70.000 TL,140,3+1,sariyer,Tarabya,Kireçburnu Mh.,55001,75000
70.000 TL,120,3+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
59.999 TL,65,Stüdyo (1+0),sariyer,Merkez,Maslak Mah.,55001,75000
70.000 TL,85,1+1,sariyer,Merkez,Ayazağa Mh.,55001,75000
70.500 TL,76,1+1,sariyer,Merkez,Ayazağa Mh.,55001,75000
75.000 TL,105,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
,,,sariyer,,,55001,75000
75.000 TL,70,1+1,sariyer,Merkez,Ayazağa Mh.,55001,75000
67.000 TL,87,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
65.000 TL,78,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
75.000 TL,155,3+1,sariyer,Köyler,Uskumruköy Mh.,55001,75000
70.000 TL,180,2+1,sariyer,Sarıyer,Maden Mah.,55001,75000
63.000 TL,60,1+1,sariyer,Köyler,Zekeriyaköy Mh.,55001,75000
60.000 TL,170,4+1,sariyer,Tarabya,,55001,75000
,,,sariyer,,,55001,75000
65.000 TL,110,3+1,sariyer,Merkez,Huzur Mah.,55001,75000
65.000 TL,195,3+1,sariyer,Büyükdere,Kazım Karabekir Paşa Mh.,55001,75000
60.000 TL,90,2+1,sariyer,Tarabya,Cumhuriyet Mah.,55001,75000
66.500 TL,150,1+1,sariyer,Tarabya,,55001,75000
60.000 TL,170,4+1,sariyer,Tarabya,,55001,75000
60.000 TL,65,1+1,sariyer,Merkez,Huzur Mah.,55001,75000
70.000 TL,87,1+1,sariyer,Merkez,Huzur Mah.,55001,75000
65.000 TL,95,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
75.000 TL,91,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
65.000 TL,105,1+1,sariyer,Merkez,Maslak Mah.,55001,75000
70.000 TL,75,2+1,sariyer,Tarabya,,55001,75000
70.000 TL,210,3+2,sariyer,Tarabya,Ferahevler Mah.,55001,75000
61.000 TL,65,1+1,sariyer,Köyler,Kumköy Mh.,55001,75000
100.000 TL,187,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
90.000 TL,165,3+1,sariyer,Tarabya,Ferahevler Mah.,75001,110000
90.000 TL,180,3+1,sariyer,Tarabya,Kireçburnu Mh.,75001,110000
,,,sariyer,,,75001,110000
90.000 TL,250,3+1,sariyer,Tarabya,Kireçburnu Mh.,75001,110000
110.000 TL,230,5+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
105.000 TL,160,4+1,sariyer,Sarıyer,Maden Mah.,75001,110000
92.000 TL,200,3+1,sariyer,Tarabya,,75001,110000
90.000 TL,160,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
95.000 TL,130,3+1,sariyer,Yeniköy,Yeniköy Mh.,75001,110000
80.000 TL,110,2+1,sariyer,Sarıyer,Yeni Mah.,75001,110000
85.000 TL,120,2+1,sariyer,Tarabya,,75001,110000
90.000 TL,140,3+1,sariyer,Rumelihisarı,Rumeli Hisarı Mh.,75001,110000
90.000 TL,87,1+1,sariyer,Merkez,Maslak Mah.,75001,110000
95.000 TL,165,3+1,sariyer,Sarıyer,Maden Mah.,75001,110000
,,,sariyer,,,75001,110000
90.000 TL,155,2+1,sariyer,Köyler,Uskumruköy Mh.,75001,110000
100.000 TL,123,2+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
80.000 TL,90,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
110.000 TL,161,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
105.500 TL,120,2+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
90.000 TL,135,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
90.000 TL,115,1.5+1,sariyer,Merkez,Maslak Mah.,75001,110000
76.500 TL,80,1+1,sariyer,Merkez,Maslak Mah.,75001,110000
110.000 TL,170,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
,,,sariyer,,,75001,110000
95.000 TL,165,3+1,sariyer,Sarıyer,Maden Mah.,75001,110000
95.000 TL,128,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
80.000 TL,135,2+1,sariyer,Sarıyer,Maden Mah.,75001,110000
83.000 TL,125,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
,,,sariyer,,,75001,110000
110.000 TL,186,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
110.000 TL,202,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
95.000 TL,120,2+1,sariyer,Tarabya,Ferahevler Mah.,75001,110000
85.000 TL,148,3+1,sariyer,İstinye,İstinye Mh.,75001,110000
80.000 TL,117,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
80.000 TL,145,3+1,sariyer,Tarabya,Darüşşafaka Mh.,75001,110000
90.000 TL,150,3+1,sariyer,Emirgan,Reşitpaşa Mh.,75001,110000
80.000 TL,140,3+1,sariyer,Tarabya,,75001,110000
88.000 TL,175,3+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
90.000 TL,132,2+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
110.000 TL,220,5+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
85.500 TL,95,1+1,sariyer,Merkez,Maslak Mah.,75001,110000
90.000 TL,135,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
100.000 TL,166,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
90.000 TL,140,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
81.000 TL,140,3+1,sariyer,Emirgan,Reşitpaşa Mh.,75001,110000
,,,sariyer,,,75001,110000
105.000 TL,170,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
85.000 TL,110,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
110.000 TL,200,4+1,sariyer,Sarıyer,Maden Mah.,75001,110000
110.000 TL,186,4+1,sariyer,Sarıyer,Maden Mah.,75001,110000
95.000 TL,120,2+1,sariyer,Sarıyer,Maden Mah.,75001,110000
110.000 TL,220,3+1,sariyer,Tarabya,Ferahevler Mah.,75001,110000
100.000 TL,102,1+1,sariyer,Merkez,Maslak Mah.,75001,110000
100.000 TL,180,3.5+1,sariyer,Sarıyer,Maden Mah.,75001,110000
100.000 TL,140,2+1,sariyer,Tarabya,,75001,110000
90.000 TL,133,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
100.000 TL,250,5+2,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
85.000 TL,148,4+1,sariyer,Rumelihisarı,Rumeli Hisarı Mh.,75001,110000
85.000 TL,98,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
85.000 TL,82,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
95.000 TL,190,4+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
90.000 TL,160,4+1,sariyer,Tarabya,Darüşşafaka Mh.,75001,110000
100.000 TL,120,2+1,sariyer,Tarabya,Ferahevler Mah.,75001,110000
110.000 TL,170,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
92.000 TL,230,3+1,sariyer,Sarıyer,Maden Mah.,75001,110000
110.000 TL,198,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
,,,sariyer,,,75001,110000
80.000 TL,90,1+1,sariyer,Merkez,Huzur Mah.,75001,110000
90.000 TL,85,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
100.000 TL,120,2+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
99.500 TL,120,2+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
78.000 TL,75,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
95.000 TL,110,2+1,sariyer,Sarıyer,Maden Mah.,75001,110000
90.000 TL,200,4+1,sariyer,İstinye,İstinye Mh.,75001,110000
100.000 TL,220,5+1,sariyer,Sarıyer,Maden Mah.,75001,110000
,,,sariyer,,,75001,110000
85.000 TL,95,2+1,sariyer,Sarıyer,Maden Mah.,75001,110000
92.000 TL,105,2+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
105.000 TL,202,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
100.000 TL,200,3.5+1,sariyer,Sarıyer,Maden Mah.,75001,110000
80.000 TL,145,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
100.000 TL,125,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
80.000 TL,100,1+1,sariyer,Merkez,Huzur Mah.,75001,110000
90.000 TL,80,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
78.000 TL,120,2+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
110.000 TL,165,4+1,sariyer,Sarıyer,Maden Mah.,75001,110000
85.000 TL,100,1+1,sariyer,Merkez,Huzur Mah.,75001,110000
105.000 TL,122,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
,,,sariyer,,,75001,110000
80.000 TL,110,2+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
105.000 TL,145,3+1,sariyer,Tarabya,,75001,110000
85.000 TL,90,1+1,sariyer,Tarabya,Ferahevler Mah.,75001,110000
97.500 TL,120,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
90.000 TL,102,2+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
,,,sariyer,,,75001,110000
90.000 TL,124,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
95.000 TL,110,2+1,sariyer,Sarıyer,Maden Mah.,75001,110000
95.000 TL,170,2+1,sariyer,Sarıyer,Maden Mah.,75001,110000
88.000 TL,137,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
85.000 TL,170,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
95.000 TL,128,3+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
78.000 TL,155,4+1,sariyer,Bahçeköy,Bahçeköy Yeni Mh.,75001,110000
110.000 TL,110,2.5+1,sariyer,Köyler,Uskumruköy Mh.,75001,110000
100.000 TL,200,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
95.000 TL,110,2+1,sariyer,Sarıyer,Maden Mah.,75001,110000
85.000 TL,83,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
80.000 TL,128,3+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
80.000 TL,78,1+1,sariyer,Merkez,Maslak Mah.,75001,110000
80.000 TL,145,3+1,sariyer,Tarabya,Darüşşafaka Mh.,75001,110000
89.000 TL,86,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
,,,sariyer,,,75001,110000
87.500 TL,85,1+1,sariyer,Merkez,Maslak Mah.,75001,110000
80.000 TL,145,3+1,sariyer,Tarabya,,75001,110000
104.500 TL,218,4+1,sariyer,Sarıyer,Maden Mah.,75001,110000
,,,sariyer,,,75001,110000
90.000 TL,169,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
85.000 TL,145,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
99.500 TL,123,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
92.000 TL,115,2+1,sariyer,Tarabya,Ferahevler Mah.,75001,110000
90.000 TL,130,2+1,sariyer,Köyler,Uskumruköy Mh.,75001,110000
80.000 TL,84,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
80.000 TL,100,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
100.000 TL,82,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
109.000 TL,160,4+1,sariyer,Sarıyer,Maden Mah.,75001,110000
85.000 TL,104,1+1,sariyer,Merkez,Huzur Mah.,75001,110000
80.000 TL,90,2+1,sariyer,Yeniköy,Yeniköy Mh.,75001,110000
95.000 TL,141,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
80.000 TL,135,2+1,sariyer,Sarıyer,Maden Mah.,75001,110000
85.000 TL,115,2+1,sariyer,Yeniköy,Yeniköy Mh.,75001,110000
90.000 TL,90,2+1,sariyer,Yeniköy,Yeniköy Mh.,75001,110000
95.000 TL,120,2+1,sariyer,Emirgan,,75001,110000
85.000 TL,80,1+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
,,,sariyer,,,75001,110000
100.000 TL,121,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
90.000 TL,115,2+1,sariyer,Tarabya,,75001,110000
90.000 TL,150,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
79.999 TL,160,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
90.000 TL,98,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
80.000 TL,100,1+1,sariyer,Merkez,Huzur Mah.,75001,110000
80.000 TL,78,1+1,sariyer,Merkez,Maslak Mah.,75001,110000
90.000 TL,187,4+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
80.000 TL,140,3+1,sariyer,Tarabya,,75001,110000
105.000 TL,204,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
90.000 TL,123,3+1,sariyer,Tarabya,Darüşşafaka Mh.,75001,110000
92.500 TL,125,2+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
80.000 TL,160,3+1,sariyer,Tarabya,,75001,110000
95.500 TL,150,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
80.000 TL,85,1+1,sariyer,Tarabya,,75001,110000
93.000 TL,110,2+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
95.000 TL,85,1+1,sariyer,Merkez,Maslak Mah.,75001,110000
80.000 TL,110,2+1,sariyer,Sarıyer,Maden Mah.,75001,110000
77.500 TL,80,1.5+1,sariyer,Merkez,Maslak Mah.,75001,110000
90.000 TL,130,2+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
,,,sariyer,,,75001,110000
80.000 TL,165,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
78.000 TL,110,2+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
92.500 TL,120,2+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
77.500 TL,117,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
110.000 TL,170,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
,,,sariyer,,,75001,110000
110.000 TL,123,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
81.250 TL,210,5+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
110.000 TL,170,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
82.500 TL,110,2+1,sariyer,Sarıyer,Yeni Mah.,75001,110000
110.000 TL,170,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
85.000 TL,150,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
105.000 TL,200,3+1,sariyer,Merkez,Maslak Mah.,75001,110000
99.500 TL,120,2+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
95.000 TL,109,2+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
80.000 TL,81,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
81.500 TL,130,3+1,sariyer,Tarabya,,75001,110000
90.000 TL,100,2+1,sariyer,Sarıyer,Maden Mah.,75001,110000
80.000 TL,146,2+1,sariyer,Merkez,Maslak Mah.,75001,110000
110.000 TL,145,2+1,sariyer,Merkez,Huzur Mah.,75001,110000
95.000 TL,82,1+1,sariyer,Merkez,Ayazağa Mh.,75001,110000
,,,sariyer,,,75001,110000
95.000 TL,95,2+1,sariyer,Köyler,Zekeriyaköy Mh.,75001,110000
,,,sariyer,,,75001,110000
122.000 TL,200,3+1,sariyer,Merkez,Maslak Mah.,110001,150000
120.000 TL,165,2+1,sariyer,Merkez,Maslak Mah.,110001,150000
115.000 TL,180,2.5+1,sariyer,Köyler,Zekeriyaköy Mh.,110001,150000
,,,sariyer,,,110001,150000
134.900 TL,213,4+1,sariyer,Merkez,Ayazağa Mh.,110001,150000
120.000 TL,180,5+1,sariyer,Sarıyer,Maden Mah.,110001,150000
125.000 TL,145,2+1,sariyer,Merkez,Ayazağa Mh.,110001,150000
135.500 TL,125,3+1,sariyer,Merkez,Ayazağa Mh.,110001,150000
125.000 TL,148,2+1,sariyer,Merkez,Ayazağa Mh.,110001,150000
120.000 TL,230,3.5+1,sariyer,Merkez,Maslak Mah.,110001,150000
137.500 TL,100,2+1,sariyer,Merkez,Huzur Mah.,110001,150000
125.000 TL,110,2+1,sariyer,Tarabya,Ferahevler Mah.,110001,150000
135.000 TL,150,3+1,sariyer,Köyler,Zekeriyaköy Mh.,110001,150000
150.000 TL,150,2+1,sariyer,Merkez,Ayazağa Mh.,110001,150000
130.000 TL,182,3+1,sariyer,Merkez,Maslak Mah.,110001,150000
115.000 TL,190,2+1,sariyer,Merkez,Huzur Mah.,110001,150000
145.000 TL,225,3.5+1,sariyer,Merkez,Maslak Mah.,110001,150000
115.000 TL,125,2+1,sariyer,Merkez,Maslak Mah.,110001,150000
120.000 TL,130,2+1,sariyer,Tarabya,,110001,150000
120.000 TL,218,3.5+1,sariyer,Merkez,Maslak Mah.,110001,150000
150.000 TL,185,3+1,sariyer,Tarabya,Ferahevler Mah.,110001,150000
135.500 TL,110,3+1,sariyer,Merkez,Ayazağa Mh.,110001,150000
143.000 TL,165,3+1,sariyer,Merkez,Huzur Mah.,110001,150000
130.000 TL,130,3+1,sariyer,Tarabya,Ferahevler Mah.,110001,150000
,,,sariyer,,,110001,150000
140.000 TL,185,3+1,sariyer,Köyler,Uskumruköy Mh.,110001,150000
144.000 TL,250,3+1,sariyer,Sarıyer,Maden Mah.,110001,150000
135.000 TL,218,3.5+1,sariyer,Merkez,Maslak Mah.,110001,150000
120.000 TL,125,3+1,sariyer,Sarıyer,Maden Mah.,110001,150000
120.000 TL,170,3+1,sariyer,Merkez,Maslak Mah.,110001,150000
149.000 TL,205,2+1,sariyer,Merkez,Maslak Mah.,110001,150000
120.000 TL,202,3+1,sariyer,Merkez,Maslak Mah.,110001,150000
115.000 TL,65,1+1,sariyer,Merkez,Huzur Mah.,110001,150000
125.000 TL,140,2+1,sariyer,Köyler,Zekeriyaköy Mh.,110001,150000
135.000 TL,230,3.5+1,sariyer,Merkez,Maslak Mah.,110001,150000
145.000 TL,80,2+1,sariyer,Tarabya,,110001,150000
,,,sariyer,,,110001,150000
140.000 TL,150,3+1,sariyer,Tarabya,,110001,150000
113.500 TL,190,3+1,sariyer,Merkez,Maslak Mah.,110001,150000
120.000 TL,200,3+1,sariyer,Merkez,Maslak Mah.,110001,150000
150.000 TL,148,2+1,sariyer,Merkez,Ayazağa Mh.,110001,150000
120.000 TL,123,2+1,sariyer,Merkez,Huzur Mah.,110001,150000
120.000 TL,200,3+1,sariyer,Merkez,Maslak Mah.,110001,150000
135.000 TL,220,3.5+1,sariyer,Merkez,Maslak Mah.,110001,150000
135.000 TL,225,4+1,sariyer,Sarıyer,Maden Mah.,110001,150000
139.000 TL,198,3+1,sariyer,Köyler,Zekeriyaköy Mh.,110001,150000
,,,sariyer,,,110001,150000
,,,sariyer,,,110001,150000
140.000 TL,190,3+1,sariyer,Köyler,Zekeriyaköy Mh.,110001,150000
115.000 TL,160,2+1,sariyer,Tarabya,Ferahevler Mah.,110001,150000
145.000 TL,140,3+1,sariyer,Tarabya,Ferahevler Mah.,110001,150000
130.000 TL,220,3.5+1,sariyer,Merkez,Maslak Mah.,110001,150000
120.000 TL,163,2+1,sariyer,Merkez,Ayazağa Mh.,110001,150000
115.000 TL,130,2+1,sariyer,Merkez,Ayazağa Mh.,110001,150000
140.000 TL,240,3+1,sariyer,Merkez,Huzur Mah.,110001,150000
112.500 TL,125,3+1,sariyer,Tarabya,,110001,150000
150.000 TL,140,2+1,sariyer,Merkez,Ayazağa Mh.,110001,150000
115.000 TL,144,2+1,sariyer,Merkez,Maslak Mah.,110001,150000
